,time_series,time_step,speaker_1,speaker_2,speaker_3,speaker_4,speaker_5,speaker_6,speaker_7,speaker_8,speaker_9
56,1,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,2,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,3,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,3,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,3,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,3,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,3,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,3,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,3,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,3,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,3,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,3,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,3,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,3,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,3,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,3,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,3,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,3,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,3,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,3,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,3,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,3,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,3,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,3,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,3,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,3,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,3,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,3,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,3,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,4,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,4,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,4,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,4,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,4,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,4,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,4,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,4,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,4,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,4,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,4,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,4,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,4,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,4,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,4,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,4,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,4,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,4,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,4,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,4,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,4,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,4,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,4,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,4,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,4,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,4,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,4,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,4,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,4,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,4,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,4,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,4,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,4,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,4,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,4,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,4,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,4,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,4,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,5,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,5,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,5,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,5,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,5,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,5,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,5,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,5,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,5,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,5,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,5,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,5,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,5,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,5,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,5,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,5,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,5,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,5,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,5,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,5,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,5,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,5,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,5,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,5,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,5,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,5,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,5,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,5,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,5,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,5,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,5,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,6,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,6,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,6,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,6,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,6,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,6,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,6,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,6,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,6,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,6,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,6,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,6,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,6,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,6,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,6,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,6,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,6,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,6,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,6,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,6,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,6,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,6,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,6,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,6,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,6,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,6,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,6,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,6,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,6,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,6,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,6,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,6,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,6,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,6,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,6,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,6,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
